OTU	SRR19709989	SRR19709990	SRR19709991	SRR19709992	SRR19709993	SRR19709994	SRR19709995	SRR19709997	SRR19709998	SRR19709999	SRR19710000	SRR19710001	SRR19710002	SRR19710003	SRR19710004	SRR19710005	SRR19710006	SRR19710009	SRR19710010	SRR19710011	SRR19710012	SRR19710013	SRR19710014	SRR19710015	SRR19710016	SRR19710017	SRR19710018	SRR19710019	SRR19710020	SRR19710021	SRR19710022	SRR19710023	SRR19710025	SRR19710026	SRR19710027	SRR19710028	SRR19710029	SRR19710030	SRR19710031	SRR19710032	SRR19710033	SRR19710034	SRR19710036	SRR19710037	SRR19710038	SRR19710039	SRR19710040	SRR19710041	SRR19710042	SRR19710043	SRR19710044	SRR19710045	SRR19710048	SRR19710049	SRR19710050	SRR19710051	SRR19710088	SRR19710089	SRR19710090	SRR19710091	SRR19710092	SRR19710093	SRR19710094	SRR19710095	SRR19710097	SRR19710098	SRR19710099	SRR19710100	SRR19710101	SRR19710102	SRR19710103	SRR19710104	SRR19710105	SRR19710106	SRR19710108	SRR19710109	SRR19710110	SRR19710111	SRR19710112	SRR19710113	SRR19710114	SRR19710115	SRR19710116	SRR19710117	SRR19710119	SRR19710120	SRR19710121	SRR19710124	SRR19710125	SRR19710126	SRR19710128	SRR19710129	SRR19710130	SRR19710131	SRR19710132	SRR19710133	SRR19710134	SRR19710135	SRR19710136	SRR19710137	SRR19710139	SRR19710140	SRR19710141	SRR19710142	SRR19710143	SRR19710144	SRR19710145	SRR19710146	SRR19710147	SRR19710148	SRR19710150	SRR19710151	SRR19710152	SRR19710153	SRR19710154	SRR19710155	SRR19710156	SRR19710157	SRR19710158	SRR19710159	SRR19710160	SRR19710161	SRR19710162	SRR19710163	SRR19710164	SRR19710165	SRR19710167	SRR19710168	SRR19710169	SRR19710170	SRR19710171	SRR19710172	SRR19710173	SRR19710174	SRR19710175	SRR19710176	SRR19710178	SRR19710179	SRR19710180	SRR19710181	SRR19710182	SRR19710183	SRR19710184	SRR19710185	SRR19710186	SRR19710187	SRR19710189	SRR19710190	SRR19710191	SRR19710192	SRR19710193	SRR19710194	SRR19710195	SRR19710230	SRR19710231	SRR19710233	SRR19710234	SRR19710235	SRR19710236	SRR19710237	SRR19710238	SRR19710239	SRR19710240	SRR19710241	SRR19710242	SRR19710244	SRR19710245	SRR19710246	SRR19710247	SRR19710248	SRR19710249	SRR19710250	SRR19710251	SRR19710252	SRR19710253	SRR19710255	SRR19710256	SRR19710257	SRR19710258	SRR19710259	SRR19710260	SRR19710261	SRR19710262	SRR19710263	SRR19710264	SRR19710266	SRR19710267	SRR19710268	SRR19710269	SRR19710270	SRR19710272	SRR19710273	SRR19710274	SRR19710275	SRR19710276	SRR19710277	SRR19710278	SRR19710279	SRR19710280	SRR19710281	SRR19710283	SRR19710284	SRR19710285	SRR19710286	SRR19710287	SRR19710288	SRR19710289	SRR19710290	SRR19710291	SRR19710292
C3816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	5	6	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	23	0	5	0	0	0	0	0	0	4	3	23	1	1	0	8	4	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C3820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
C3822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3833	2	1	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	4	0	1	2	1	1	0	0	1	0	0	0	25	52	42	124	60	35	169	7	329	2	73	336	70	110	4	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	3	0	0	1	0	1	0	0	1	3	7	1	0	2	1	2	1	0	0	0	0	1	0	10	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	2	1	2	1	8	2	2	0	0	0	0	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	2	0	3	0	0	0	0	0	3	0	1	0	0	0	3	2	1	0	0	0	0	2	0	0	0	0
C3834	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	19	0	3	79	51	8	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	16	975	134	138	40	545	24	231	350	185	367	227	112	101	340	32	411	0	1	0	0	0	0	0	0	0	0	0	0	1	0	34	0	5	0	12	13	173	52	193	103	355	13	1038	0	4	15	5	3	5	9	25	71	0	12	2	0	2	98	0	229	256	299	3	1	0	1	7	129	196	36	0	1	8	0	28	17	12	25	11	41	21	76	19	94	25	3	0	6	4	9	2	4	19	5	2	14	163	107	2	27	2	170	59	11	144	43	2117	96	47	26	16	17	22	1	0	26	1	73	7	225	58	53	171	154	176	590	3	50	72	53	0	8	18	0	0	74	26	187	0	0	0	8	11	0	0	1	5	0	1	1	24	17	0
C3835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	348	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	64	3	36	30	69	94	415	4	7	16	6	77	31	1	0	73	139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	61	1	1	0	0	1646	12	4	5	55	9	37	334	0	0	0	2	6	1	1	0	0	0	0	0	0	0	48	1	22	7	6	6	0	0	1	50	8	0	0	0	0	0	0	406	0	0	0	110	0	7	46	301	38	20	0	1	1	0	3	25	1	6	0	2	0	17	19	0	25	0	4	66	1	1	107	676	53	2	0	0	1	34	0	0	0	0	523	64	1466	921	1780	0	2	1	10	0	0	0	1100	0	2	0	0	0	145	56	28	0	1	0	271	24	0	0	0	25	0	3	4	0	0	0
C3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	0	142	2	9	2	14	18	3	1	3	3	1	0	0	2	1	4	5	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	2	0	2	2	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	10	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	4	4	0	5	12	3	5	0	0	0	0	0	0	0	1	2	1	0	2	6	6	27	0	7	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	6	0	1	0	0	0	0	1	0	0	1	9	8	1	1	0	1	0	0	3	0	3	0	0	0	12	3	6	3	1	0	0	0	0	0	0	0	0	2	0	2	0	1	3	5	1	0	2	0	0	3	0	5	3	7	6	2	1	0	6	0	0
C3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	45	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	11	54	47	7	0	0	0	0	0	0	0	11	4	2	0	0	12	8	50	40	6	24	0	0	1	0	1	0	0	2	5	1	2	12	123	13	62	49	24	4	15	0	13	2	10	13	4	0	88	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	15	13	19	31	121	30	268	166	117	8	107	0	1	27	18	22	1	33	0	3	0	35	1	3	13	11	28	492	169	3	23	0	0	0	3	2	23	27	10	2	36	46	20	8	0	7	10	8	17	80	34	11	28	37	2	21	3	29	3	1	24	5	6	4	115	50	2	25	4	127	113	3	17	45	19	51	0	0	26	17	33	0	0	2	43	1	62	29	10	7	0	0	2	0	0	4	25	21	0	2	2	0	6	22	10	44	29	1	0	213	101	6	11	10	2	37	6	14	189	19	1
C3843	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	60	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	6	4	0	1	5	1	2	9	10	5	2	6	6	0	0	6	1	19	0	6	12	0	0	0	15	0	49	2	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3	2	2	3	1	0	0	25	1	1	7	44	0	0	2	4	1	1	0	0	0	2	0	0	1	0	1	7	49	18	27	0	0	0	0	0	1	0	0	4	4	2	1	1	0	0	0	0	0	0	3	19	3	2	1	57	0	0	337	0	0	0	0	0	0	4	1	0	0	0	0	4	0	0	1	47	18	0	0	0	5	3	0	0	18	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	0	2	0	0	176	130	19	1	1	0	0	1	0	0	0	0	0	0	0	0	25	3
C3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	3	0	0	6	0	0	0	1	0	10	4	1	0	0	1	0	0	1	3	3	0	0	0	0	0	0	0	1	2	0	0	10	4	0	2	1	5	0	3	10	2	0	0	0	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	7	11	2	7	2	5	39	1	0	2	0	0	6	22	1	6	3	3	0	28	2	1	71	5	1	2	1	0	5	3	0	0	0	0	0	12	0	1	0	20	8	5	41	8	24	24	17	0	2	0	0	0	0	0	0	0	2	7	17	0	8	3	0	2	7	2	0	0	0	7	11	10	0	2	0	12	0	0	2	0	0	0	10	9	1	2	2	2	1	1	0	7	0	0	16	8	5	0	10	1	0	2	0	0	0	4	0	0	1	1	0	2	0	0	1	2	0	0	5	2
C3854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	5	0	37	5	0	0	0	0	2	2	1	0	3	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	16	0	0	0	3	0	0	0	0	1	0	13	21	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	35	5	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	0	0	0	0	2	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	2	0	1	0	1	0	11	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	14	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	2	0	0	0	0	0	0	0	0	13	0	10	6	0	0	0	1	8	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
C3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	0	0	0	0	0	1	3	5	0	6	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	4	0	2	0	2	1	0	1	0	0	1	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	5	4	0	0	0	1	0	0	0	0	0	0	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	2
C3862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C3867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	0	1	1	1	2	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	23	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C3877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
