FileType	fastq	Read submission file type
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	library_construction_protocol
B344S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B344S1.fastq.gz	665d1232a319da92e3f4027b88b0f02a	Nanopore SQK-LSK114
B357S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B357S1.fastq.gz	2c2f929f41aff0ff277191b71878b60a	Nanopore SQK-LSK114
B35S1	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B35S1.fastq.gz	bdcdf50e3e493d2d7272b79e9dd1823f	Nanopore SQK-LSK114
B35S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B35S2.fastq.gz	abd1e5bd2b6bd803f8ef2d5bee87052a	Nanopore SQK-LSK114
B35S3	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B35S3.fastq.gz	4b3c7e456cb451a1c212053790334e19	Nanopore SQK-LSK114
B360S10	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S10.fastq.gz	ae979ea59581caff8daa8767a027eb91	Nanopore SQK-LSK114
B360S11	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S11.fastq.gz	4824c5ff4a725adb0adf58841a47c446	Nanopore SQK-LSK114
B360S12	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S12.fastq.gz	bb01d41ddbde20034d218a4dd65a64d4	Nanopore SQK-LSK114
B360S13	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S13.fastq.gz	ebb46089713a825db9921db1eabbefa8	Nanopore SQK-LSK114
B360S14	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S14.fastq.gz	bf7c0972a13ea366fd9991dee667d49d	Nanopore SQK-LSK114
B360S15	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S15.fastq.gz	6f2ffc723c3013104beb79d280190590	Nanopore SQK-LSK114
B360S16	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S16.fastq.gz	494103c10ee2679ab0861faf0d0bde14	Nanopore SQK-LSK114
B360S17	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S17.fastq.gz	6776a271967c087aa253ac18e3b14d54	Nanopore SQK-LSK114
B360S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S1.fastq.gz	17389858c30462d7c0a7caaebed26c8a	Nanopore SQK-LSK114
B360S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S2.fastq.gz	500fc043034dac8477a0645efb14f94a	Nanopore SQK-LSK114
B360S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S3.fastq.gz	44d5e40b545cfe1070ac73e88b845ba2	Nanopore SQK-LSK114
B360S4	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S4.fastq.gz	2c9a0536c62ebb663ee44cdd36eafbbc	Nanopore SQK-LSK114
B360S5	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S5.fastq.gz	dd50dc37bb800be094d0d8b0a936f62c	Nanopore SQK-LSK114
B360S6	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S6.fastq.gz	fda39a4029d181feac60d83105d272d8	Nanopore SQK-LSK114
B360S7	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S7.fastq.gz	ce0e91690bd7bcd6493b4817f5af6d43	Nanopore SQK-LSK114
B360S8	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S8.fastq.gz	4eb56ebb9ce2ca73392c50f145ff02b6	Nanopore SQK-LSK114
B360S9	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B360S9.fastq.gz	c41b4afb96c24f44b692d6ea6e9b579c	Nanopore SQK-LSK114
B362S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B362S1.fastq.gz	70a1270abe080c5acfc7ded953376b01	Nanopore SQK-LSK114
B363S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S1.fastq.gz	d98b93390497796605bbb43cf9d26162	Nanopore SQK-LSK114
B363S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S2.fastq.gz	716674c984cbcaa3b57e797a583ae853	Nanopore SQK-LSK114
B363S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S3.fastq.gz	3cb2c878a32c59357fe1a1849cf929e7	Nanopore SQK-LSK114
B363S4	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S4.fastq.gz	578758e12b09f097a949882c94577819	Nanopore SQK-LSK114
B363S5	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S5.fastq.gz	8a4b6a5d9d9477e212e4545454731c4d	Nanopore SQK-LSK114
B363S6	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B363S6.fastq.gz	76be3ce43347b5eec81645068b56d7b5	Nanopore SQK-LSK114
B372S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B372S1.fastq.gz	c3b9a2fec8cf43229468a4afbd3c6482	Nanopore SQK-LSK114
B376S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B376S1.fastq.gz	8ebf3ccb51422e6d0b79cac90ca3c356	Nanopore SQK-LSK114
B377S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B377S1.fastq.gz	becdec43418596caf696eefe3623fb49	Nanopore SQK-LSK114
B378S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B378S1.fastq.gz	c3f7376ab5f19d29b0bb8cf16a6a7722	Nanopore SQK-LSK114
B380S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B380S1.fastq.gz	3c88543a28b54ff88d96b72d1c040711	Nanopore SQK-LSK114
B386S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B386S1.fastq.gz	7c4f8c372ab330445e667975e5c6c8ab	Nanopore SQK-LSK114
B387S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B387S1.fastq.gz	c453281af8b18396f25de1828cd0d698	Nanopore SQK-LSK114
B387S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B387S2.fastq.gz	9fcebe99e0402a30fa8bd1f69aa1370c	Nanopore SQK-LSK114
B389S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B389S1.fastq.gz	70c597b6bafec79adf06b08789d96c34	Nanopore SQK-LSK114
B38S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S1.fastq.gz	60f85eb4e040591d6d3a790f04deb3c3	Nanopore SQK-LSK114
B38S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S2.fastq.gz	548d171a528dff3e5171527e3e27e5a8	Nanopore SQK-LSK114
B38S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S3.fastq.gz	feff3a6b7be99dd7701494b6ba660030	Nanopore SQK-LSK114
B38S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S4.fastq.gz	01e9b16e791e8d2f2ab2484251ff92a0	Nanopore SQK-LSK114
B38S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S5.fastq.gz	cde50320969ba8b10045167c986bed6e	Nanopore SQK-LSK114
B38S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S6.fastq.gz	a303704f0adc6dc861070d8b422eda7e	Nanopore SQK-LSK114
B38S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B38S7.fastq.gz	e54af3fcc5d776fe1fdfd08ffb39cd2b	Nanopore SQK-LSK114
B397S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B397S1.fastq.gz	664e60e8a9f1d48a72c98d9bdc62a377	Nanopore SQK-LSK114
B397S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B397S2.fastq.gz	0225195cee7409643917dc52378892cf	Nanopore SQK-LSK114
B398S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B398S1.fastq.gz	cdfc39b881ff8244cf2ea5b9ba3b6232	Nanopore SQK-LSK114
B398S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B398S2.fastq.gz	07bd6e338e75efe1acb566339ed6e3c5	Nanopore SQK-LSK114
B39S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B39S1.fastq.gz	af018bdd6a5387761eb11a9c90f59453	Nanopore SQK-LSK114
B3S1	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B3S1.fastq.gz	2124b58f756069f2cf6975756c6969ab	Nanopore SQK-LSK114
B3S2	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B3S2.fastq.gz	54c200a0bea2c25e9ceae29970cf3146	Nanopore SQK-LSK114
B3S3	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B3S3.fastq.gz	f50efed0b911f0260da7b7868d349578	Nanopore SQK-LSK114
B3S4	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B3S4.fastq.gz	940da62b3b0f2f13b92879c8b6034d7b	Nanopore SQK-LSK114
B401S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B401S1.fastq.gz	dd2ae90b985c52101c1b4ea31b88fdee	Nanopore SQK-LSK114
B401S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B401S2.fastq.gz	60c2e859ee45d11d1f9f8ed08a16b8d8	Nanopore SQK-LSK114
B405S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B405S1.fastq.gz	b4c588d5560cb10060570f09f213d80e	Nanopore SQK-LSK114
B41S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B41S1.fastq.gz	98ab096ccebc66b06ba5c0bc20cce4b2	Nanopore SQK-LSK114
B432S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B432S1.fastq.gz	f4ebb65c39aeb575091ac97473bde94f	Nanopore SQK-LSK114
B435S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B435S1.fastq.gz	c2a5da595949539820b01f0282b3ba53	Nanopore SQK-LSK114
B436S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B436S1.fastq.gz	80d087863a1ec38587173cf5a2cd3210	Nanopore SQK-LSK114
B43S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S1.fastq.gz	a42b3ac288890bcaf5ea535430caaf49	Nanopore SQK-LSK114
B43S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S2.fastq.gz	7a1d3274806f260d944cf2a53c924267	Nanopore SQK-LSK114
B43S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S3.fastq.gz	54a96c3f5e33ba19fd8b6d13673b55de	Nanopore SQK-LSK114
B43S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S4.fastq.gz	07a6cb098ce2f8d498b002b71ecc0d47	Nanopore SQK-LSK114
B43S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S5.fastq.gz	28c84c02b3b1fcee9929d9008d942806	Nanopore SQK-LSK114
B43S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S6.fastq.gz	eb18e19267681f472e4d9bac918e854c	Nanopore SQK-LSK114
B43S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S7.fastq.gz	268016663eea682efab6a115ab7cd6d9	Nanopore SQK-LSK114
B43S8	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B43S8.fastq.gz	15bd09582c0b96e5547e582c33ba28ec	Nanopore SQK-LSK114
B44S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B44S1.fastq.gz	95bf17624def00b84d498d8a6e4649d5	Nanopore SQK-LSK114
B468S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B468S1.fastq.gz	2babdf055668b987b877331662be725d	Nanopore SQK-LSK114
B468S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B468S2.fastq.gz	ef0116871d6eae80ba239de76f95b54a	Nanopore SQK-LSK114
B474S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B474S1.fastq.gz	944e25acd5a09507085f8c87e7e10fdf	Nanopore SQK-LSK114
B477S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B477S1.fastq.gz	e44f2a2856cdca6c222b7deb593f2e94	Nanopore SQK-LSK114
B479S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B479S2.fastq.gz	7a1aa846f4d2f4b1350da97a4fcc4fe7	Nanopore SQK-LSK114
B479S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B479S3.fastq.gz	d89b6a3ac0f5eef72188276fa39009b0	Nanopore SQK-LSK114
B47S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B47S1.fastq.gz	2b4b6a81b92d5c4acc1f3e7c2db8ee62	Nanopore SQK-LSK114
B47S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B47S2.fastq.gz	f5de43263d4ea07b5f845ff6bbc8ea11	Nanopore SQK-LSK114
B486S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B486S1.fastq.gz	44c9fcec52b0d36a08b6c2cc572ee79f	Nanopore SQK-LSK114
B488S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B488S1.fastq.gz	777f2517e302ec066e644ec78a7c7279	Nanopore SQK-LSK114
B488S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B488S2.fastq.gz	e71f5e6b901a969f2078b71627a5efad	Nanopore SQK-LSK114
B488S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B488S3.fastq.gz	90900165e56933e8a161e2a8773b35ce	Nanopore SQK-LSK114
B489S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B489S1.fastq.gz	45110982ea58cf930ea16378d7cfe866	Nanopore SQK-LSK114
B489S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B489S2.fastq.gz	2414d0229968a7d5096d2efcc87e8238	Nanopore SQK-LSK114
B48S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B48S1.fastq.gz	bdbeda96b3f11bc470203aefe2b2874f	Nanopore SQK-LSK114
B48S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B48S2.fastq.gz	58e0c3f85b1edce8453166f8f207afea	Nanopore SQK-LSK114
B48S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B48S3.fastq.gz	f4739598651e116db312c2e4c0e2aab2	Nanopore SQK-LSK114
B494S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B494S1.fastq.gz	a8e9020c22d67d89ebb9926ac8883a46	Nanopore SQK-LSK114
B494S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B494S2.fastq.gz	95152e062d1d91734bc0610d5df014dc	Nanopore SQK-LSK114
B494S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B494S3.fastq.gz	7fa61655e8d71d8a544f766a59b73abe	Nanopore SQK-LSK114
B494S4	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B494S4.fastq.gz	31a35ef028cee7412e80820cdd69b0d5	Nanopore SQK-LSK114
B494S5	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B494S5.fastq.gz	91db13fde2718d24c4c9de5d80fe487b	Nanopore SQK-LSK114
B496S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B496S1.fastq.gz	40cdcb05c3ee42985af558020b31022a	Nanopore SQK-LSK114
B498S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B498S1.fastq.gz	73be9dac6c7b0da757e9fbc46e8b3489	Nanopore SQK-LSK114
B49S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S1.fastq.gz	eb2c44b4aaa186fb78d77b50e3cf06a0	Nanopore SQK-LSK114
B49S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S2.fastq.gz	c8484ec1ec4e550da03fddbf8372d0cd	Nanopore SQK-LSK114
B49S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S3.fastq.gz	9fe388b3217939967e82666c4a03a1cc	Nanopore SQK-LSK114
B49S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S4.fastq.gz	21cf793be52e79638ec99a4e37ecf105	Nanopore SQK-LSK114
B49S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S5.fastq.gz	dd0da43046bcd6a053194850627722e0	Nanopore SQK-LSK114
B49S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S6.fastq.gz	7579f57710ec461e12f713e9d1366588	Nanopore SQK-LSK114
B49S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B49S7.fastq.gz	d815ff63504697d835757fdff8b167a0	Nanopore SQK-LSK114
B49S8	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B49S8.fastq.gz	5dab0a8ceb237d726cd4abed0c1dc110	Nanopore SQK-LSK114
B4S1	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B4S1.fastq.gz	bfcaed37a789ee902b03723c6e51e5d6	Nanopore SQK-LSK114
B4S2	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B4S2.fastq.gz	6addab6f6b6e4d9c3a8ebfa2b8588c5b	Nanopore SQK-LSK114
B50S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S1.fastq.gz	7712e4c37268992b3cfe8b4d4742c9ba	Nanopore SQK-LSK114
B50S2	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S2.fastq.gz	5af38ef32f9b452d9caf936349a21a51	Nanopore SQK-LSK114
B50S3	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S3.fastq.gz	bc778bf5856197d3aa6e740d8d584cc6	Nanopore SQK-LSK114
B50S4	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S4.fastq.gz	4c45ad9dcf6b8b43ca67871f62de00a5	Nanopore SQK-LSK114
B50S5	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S5.fastq.gz	45a10cf958edd5b7f3562884ecf1321d	Nanopore SQK-LSK114
B50S6	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S6.fastq.gz	90207e55556525d2ad6cbb6d048cd00a	Nanopore SQK-LSK114
B50S7	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S7.fastq.gz	0412af48e78a02e607bf95c40a493248	Nanopore SQK-LSK114
B50S8	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B50S8.fastq.gz	2f85850160a8d33042f07d4e2d63f98f	Nanopore SQK-LSK114
B511S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B511S1.fastq.gz	3d5c71002ac4afc88dfbc475795f8f58	Nanopore SQK-LSK114
B511S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B511S2.fastq.gz	0e205a8dd4a25b4def00e5e8dc9f6517	Nanopore SQK-LSK114
B513S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S1.fastq.gz	1b9791c9cde764b7a97e7720e714ca68	Nanopore SQK-LSK114
B513S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S2.fastq.gz	5bb005f422322a95894043a122921da7	Nanopore SQK-LSK114
B513S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S3.fastq.gz	a5b86327f2f07861579e6ddfe86f5b58	Nanopore SQK-LSK114
B513S4	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S4.fastq.gz	e693c80dfaa4e90ed6a2acb5c231b174	Nanopore SQK-LSK114
B513S5	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S5.fastq.gz	281e6c6880e5fc4bf6dbce4858b18ec5	Nanopore SQK-LSK114
B513S6	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S6.fastq.gz	3ae7229b1ab9118540aeef7df1bd8106	Nanopore SQK-LSK114
B513S7	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B513S7.fastq.gz	893b87d3d21df8da508eb4f2a1ee9d5b	Nanopore SQK-LSK114
B514S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B514S1.fastq.gz	31452b1f73624b2aba28d15b6cd20be6	Nanopore SQK-LSK114
B517S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B517S1.fastq.gz	298046748366f5610792c59b4fec23b7	Nanopore SQK-LSK114
B523S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B523S1.fastq.gz	ac238f32fbe7c10a4f6e134b4ee43f3d	Nanopore SQK-LSK114
B523S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B523S2.fastq.gz	45889c2044f15b96a6c00b1353118a5f	Nanopore SQK-LSK114
B525S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B525S1.fastq.gz	bb05a55668367bbb8efa7b5bf70aa54d	Nanopore SQK-LSK114
B52S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B52S1.fastq.gz	4dfeafc00a0d9309483b312cc6c8a753	Nanopore SQK-LSK114
B52S2	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B52S2.fastq.gz	0ce55107fe174c5d25a2f42eed986068	Nanopore SQK-LSK114
B530S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B530S1.fastq.gz	db11db42f2bfdca7d0c49e6850435242	Nanopore SQK-LSK114
B531S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B531S1.fastq.gz	f1c8e72a21f8532cb8e45f1be62e4dbd	Nanopore SQK-LSK114
B531S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B531S2.fastq.gz	904bf5ebef0ea5208bdb641999c48c9f	Nanopore SQK-LSK114
B531S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B531S3.fastq.gz	781525af7e417aa7ab3b7399d0208276	Nanopore SQK-LSK114
B531S4	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B531S4.fastq.gz	dbe2e2ad53f685a56f234f99e0a21b7f	Nanopore SQK-LSK114
B531S5	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B531S5.fastq.gz	25b6bf09ed7651d5cf7d2fca4147557c	Nanopore SQK-LSK114
B533S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B533S2.fastq.gz	2a9a24e967231490c17994636e0678bd	Nanopore SQK-LSK114
B533S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B533S3.fastq.gz	d21f5b69932185e61f49d1016f1073fc	Nanopore SQK-LSK114
B535S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B535S1.fastq.gz	265c9ee5636b580ea229a711ce0ee5a7	Nanopore SQK-LSK114
B535S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B535S2.fastq.gz	ebb35c302f0146f51c9a5579b665e2de	Nanopore SQK-LSK114
B537S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B537S1.fastq.gz	fa3ca79aacc862921474b181ca597e3b	Nanopore SQK-LSK114
B537S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B537S2.fastq.gz	75551a044fcb6e42a774de2205f1ee00	Nanopore SQK-LSK114
B537S3	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B537S3.fastq.gz	7605e1d45a4a83e2b900d2912bc2d7c0	Nanopore SQK-LSK114
B537S4	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B537S4.fastq.gz	3f69d7ed3145c8988b6bbe1c18e1c0d5	Nanopore SQK-LSK114
B537S5	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B537S5.fastq.gz	233bb20e3747b85dc68042ac7f219d2b	Nanopore SQK-LSK114
B537S6	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B537S6.fastq.gz	c6269f9f0ab364a0411b72227e49cf1c	Nanopore SQK-LSK114
B538S1	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B538S1.fastq.gz	ec0385a268cb5edcac5968b866b6c655	Nanopore SQK-LSK114
B538S2	PRJEB112398	MinION	Guyane8	GENOMIC	PCR	AMPLICON	SINGLE	B538S2.fastq.gz	c0a6d603df5cae415080cff5897789ea	Nanopore SQK-LSK114
